seed,data_name,amazon_cat,mode,best_train_loss,best_train_jaccard,best_val_jaccard,best_test_jaccard,epoch_time,train_loss,train_jaccard,val_jaccard,time,memory_used_MB
50971,bindingdb,toys,diffMF,3.517020552531669,77.32871174812317,73.39693307876587,75.40646195411682,0 days 00:05:57.807971,"[12.609428468704223, 9.515481070518494, 8.239239893595377, 7.4001687570810315, 6.862312653446198, 6.433942177454631, 6.092510383742196, 5.841529509484768, 5.584960275173187, 5.3751632457256315, 5.2010725075548345, 5.057751936574777, 4.917765958089095, 4.796013387220246, 4.694795540523529, 4.587294216334819, 4.512666955120423, 4.431787822379007, 4.354502729114733, 4.2799135902523995, 4.218434178590774, 4.14725763277574, 4.085566241000009, 4.034387505297859, 3.9776513891410827, 3.925638869037995, 3.8780445695276615, 3.832929540353162, 3.7921763800259294, 3.7577516104857125, 3.7200352271295363, 3.6867462751418354, 3.657357684908491, 3.6289611912124298, 3.601802587015288, 3.5716160329977673, 3.544682057361345, 3.517020552531669, 3.4901483274178626, 3.4614121464550496, 3.4371307595241363, 3.4126404255060923, 3.3901453014140905, 3.36841912010583, 3.3462564436594646]","[43.318524956703186, 49.20729994773865, 52.30680704116821, 54.40276265144348, 57.83933401107788, 60.28637886047363, 61.22327446937561, 62.69075274467468, 64.92953896522522, 66.10236167907715, 66.11335277557373, 66.46552085876465, 69.2736804485321, 68.80761384963989, 69.75626349449158, 70.8238959312439, 70.59385776519775, 70.57419419288635, 70.66298127174377, 71.82406187057495, 72.06767201423645, 72.9169249534607, 73.32451343536377, 72.50615954399109, 72.65689373016357, 74.20962452888489, 73.36148023605347, 73.77756237983704, 74.87910389900208, 74.03639554977417, 75.24696588516235, 74.24430251121521, 75.48502683639526, 75.45324563980103, 76.72891020774841, 75.64396262168884, 74.43514466285706, 77.32871174812317, 76.25207304954529, 75.71569085121155, 76.25477313995361, 75.92055797576904, 76.0832667350769, 76.81781053543091, 76.19783282279968]","[42.51830279827118, 49.193182587623596, 51.93995237350464, 53.925782442092896, 55.93942999839783, 59.19656157493591, 60.570937395095825, 61.55432462692261, 62.3094379901886, 63.20834159851074, 63.57496380805969, 63.717567920684814, 66.41247272491455, 65.82809090614319, 66.47459268569946, 66.3899838924408, 67.46616959571838, 68.05145144462585, 65.981125831604, 68.12924146652222, 68.58997941017151, 68.74668002128601, 69.79100704193115, 68.24791431427002, 68.31336617469788, 70.51912546157837, 69.8249340057373, 69.75945234298706, 70.29832005500793, 68.95835995674133, 71.23132944107056, 70.30237317085266, 71.94172739982605, 72.2655177116394, 73.19984436035156, 70.84402441978455, 70.27771472930908, 73.39693307876587, 71.24043107032776, 71.84811234474182, 72.73291349411011, 71.83443903923035, 71.76615595817566, 73.31260442733765, 72.6303219795227]",22560.786427259445,1639.47265625
