seed,data_name,amazon_cat,mode,best_train_loss,best_train_jaccard,best_val_jaccard,best_test_jaccard,epoch_time,time,memory_used_MB,train_loss,train_jaccard,val_jaccard
1,amazon,gear,implicit,5.41648257012463,56.770901356301785,57.19296924824919,56.42692397331573,0.6470508575439453,43.7218976020813,2800.703125,"[5.417773277256508, 5.416603147129423, 5.417121221246641, 5.416877514250871, 5.416745730614739, 5.417582664856363, 5.41648257012463, 5.416472637215524, 5.416029551716733, 5.416917939651102, 5.418802127374723, 5.41841807656331, 5.418916185043366, 5.417375373060209]","[55.22742357256886, 52.878916107123054, 48.9256746875457, 52.78314566762476, 53.568790450434676, 39.667362718390365, 56.770901356301785, 51.9266987835379, 54.8643049210023, 44.5832008766098, 40.806545608104784, 41.835899355389074, 35.883484182562846, 52.58814713540189]","[55.35592213125877, 52.216201390545834, 48.39856379544543, 52.66354835809124, 53.334298979231654, 38.119484657401024, 57.19296924824919, 51.760123489393514, 55.70603662028184, 45.3436542982964, 41.229605499626764, 42.31060733895603, 36.47108816846591, 53.65994663655897]"
2,amazon,gear,implicit,5.417682969466839,55.89658864641147,56.26657852738647,55.81352286506927,7.2579591274261475,34.6956627368927,2791.19921875,"[5.4176829694668385, 5.417084758818445, 5.41685195229975, 5.4168998034569, 5.416662150328089, 5.41704045259722, 5.418102755009902, 5.418720531775859]","[55.89658864641147, 55.19453851133511, 47.51149157952843, 53.08845379362743, 53.61024438983334, 53.959965540404944, 52.75421798455108, 46.233111325244565]","[56.26657852738647, 54.04774570260041, 47.855882207405955, 54.673285215453895, 53.43175408731752, 53.06508240951897, 52.646899521456575, 45.7142153067029]"
3,amazon,gear,implicit,5.416399445486974,60.140000168348855,59.125291984965976,59.88094379846957,0.6292107105255127,54.91768741607666,2794.17578125,"[5.417621276949055, 5.41780862395595, 5.4181547631552744, 5.417914113131861, 5.41901543059434, 5.417236768000316, 5.417203130015646, 5.41714234275181, 5.417301934111261, 5.417522015292123, 5.417362974207468, 5.416647204421155, 5.416493686654051, 5.416399445486974, 5.416819243260985, 5.416331450962006, 5.416421694137275, 5.416317890353303, 5.4167242790122465, 5.416510439225437, 5.416448025744143]","[53.86725960078192, 54.489908076017215, 40.05108679807475, 51.519861349769215, 40.59997566021662, 53.59278645600403, 53.605363846327705, 55.24847976655205, 49.11312602666252, 56.115345399541, 41.03148013495285, 54.804029343363155, 52.32328267055411, 60.140000168348855, 46.006515730116014, 53.95936037762861, 51.4978265297188, 56.96317777820258, 54.253105348073454, 57.74889257525686, 46.177826032539]","[54.43467785069486, 53.567203723121516, 40.10872110801239, 51.54228242817895, 39.73648093775663, 52.786966557342176, 53.30914577193812, 54.472031236737116, 49.48645377773655, 54.753875937433705, 41.00275305448942, 53.737639634166925, 52.45058980707458, 59.125291984965976, 46.85738389494591, 54.67891860875561, 50.34031721487427, 56.70507459309727, 54.43433957962661, 58.24195215761481, 45.95242067956455]"
4,amazon,gear,implicit,5.41686827904047,59.01217807312776,58.438014855449296,58.62971164002092,0.6287329196929932,38.200071811676025,2774.60546875,"[5.41710835469793, 5.416937743440957, 5.416676505285886, 5.41686827904047, 5.416587959407478, 5.416601090960756, 5.416156671631247, 5.416340472022048, 5.415783858651257, 5.416756543035902, 5.417143796656889]","[56.130927108956875, 57.233998382120284, 52.840864545329474, 59.01217807312776, 58.28028613641655, 57.490185615628555, 54.67464262644985, 57.18361644655053, 57.78832200164588, 53.46234362534859, 55.67790820094151]","[56.204782696632456, 57.58923177775056, 53.19421188308501, 58.438014855449296, 58.12866950358092, 56.442484989614684, 53.99578293979429, 57.810581024613626, 57.318721517871055, 53.7999955788758, 55.39191023953604]"
5,amazon,gear,implicit,5.417740556254907,62.09438250543849,60.87545889813785,61.576869484085975,7.349041700363159,35.20880913734436,2816.05078125,"[5.417740556254907, 5.417017395313459, 5.417064936892197, 5.417000251563866, 5.416608303286514, 5.416037593095033, 5.416075006624509, 5.416490387076014]","[62.09438250543849, 56.02569727303958, 54.2546582482798, 58.00669367643145, 59.15452922540095, 56.150447709625595, 58.516179859199, 53.076041605453376]","[60.87545889813785, 55.516061228322044, 54.79758960623595, 57.62514790509122, 57.88746571170384, 56.53593001218798, 58.56002057632107, 53.22568092589354]"
1,amazon,carseats,implicit,4.608891735268912,22.3235499650594,22.996678374036865,19.966810966810964,0.2994551658630371,32.51616024971008,2859.16796875,"[4.61055813923671, 4.609527037061287, 4.609207474219554, 4.6092609870316545, 4.60890981193684, 4.608905963934987, 4.608891735268912, 4.608536888446732, 4.608866465136246, 4.608401080452227, 4.608471232315966, 4.608399631830407, 4.608339947462805, 4.608208273718902]","[16.758283645076098, 19.732227939775107, 20.04270013703976, 21.836378157132877, 22.290106818408706, 22.62903064789857, 22.3235499650594, 22.455325945891985, 21.62274133972247, 20.84107018069282, 20.87401417590097, 21.267844664071077, 21.667664969551762, 20.770689827293598]","[17.55665368872916, 19.281721074173905, 19.799840271538386, 21.503943296396127, 22.60135043153911, 22.60135043153911, 22.996678374036865, 22.724141686405837, 22.007859366349933, 21.729332861408334, 21.849129207619775, 22.19004964287983, 22.824471126357917, 21.931216931216934]"
2,amazon,carseats,implicit,4.608920534035069,22.675451732055503,23.54175174929892,21.741702741702746,0.2700247764587402,31.948150634765625,2862.2890625,"[4.611316402375464, 4.610527801122711, 4.609454583515148, 4.609295223362928, 4.608908783688436, 4.60895903793293, 4.608920534035069, 4.608423675293734, 4.6086646412594465, 4.608386882838662, 4.608459294336986, 4.608451210155198, 4.6082212271594605, 4.608175479432489]","[11.149046620744734, 17.622541679145453, 21.874313666766497, 21.922232205251074, 23.86293301387641, 22.486772486772487, 22.675451732055503, 23.298392732354998, 22.60656883298393, 22.35948886892283, 21.576320255565538, 21.759009683537982, 22.834181890785665, 22.694918638314864]","[10.084855745233103, 17.700908455625438, 21.268616079936837, 21.713586902266147, 22.679218056576545, 22.353771316035466, 23.541751749298918, 23.422953705972574, 22.589869948360516, 22.918311597556883, 23.162124388539482, 22.491537114178623, 23.2672184558977, 22.521486200731488]"
3,amazon,carseats,implicit,4.608214798576767,24.76290306478986,25.34890685834082,22.229437229437227,0.2905988693237304,46.40151906013489,2854.83203125,"[4.610275838744082, 4.609811362123778, 4.6092935846795555, 4.609241623429533, 4.608757242772819, 4.608790986855274, 4.608769300290202, 4.608280106244521, 4.608588630104348, 4.608538916382938, 4.608665242960706, 4.60837513580255, 4.608074058990694, 4.60827339608278, 4.608563838060791, 4.607994386690999, 4.608117965058455, 4.608403384732972, 4.608165670852209, 4.608120691746663, 4.6080770780614735, 4.608214798576767, 4.6081009952375656, 4.60775686110882, 4.608223647692952, 4.6079288089555215, 4.608040408129941, 4.608141492907588, 4.608231327156311]","[17.332307804005918, 19.91691397351775, 21.5551290079592, 21.672429596957898, 21.252870120794647, 20.813889115775908, 20.917440351402618, 21.405610462214238, 21.03424178895877, 22.400192400192402, 21.336999827565865, 21.84586203454128, 22.187281621243887, 23.101001025529328, 22.86290578743409, 22.11567607794023, 23.289408006389138, 23.470599980033942, 22.111909753419187, 22.202029277500976, 23.153139662573622, 24.76290306478986, 23.177098931815912, 23.96775481681142, 23.407979162696144, 23.904861735050417, 25.068383747629028, 25.01297793750624, 24.80932414894679]","[17.003367003367003, 18.479856970423008, 19.20761977365751, 22.275903690998028, 21.65296269069854, 20.567807454599908, 22.108188806302014, 22.988419686532893, 22.716155263325074, 22.30857542178297, 21.462785991087877, 23.581411600279527, 23.755116302286115, 23.854220552333757, 21.247152567907285, 21.456523909354097, 23.507038035339924, 23.68999972773558, 21.261854846760507, 21.833882399920135, 24.624138963761606, 25.34890685834082, 22.268416419359813, 22.24418488569432, 22.0135769192373, 23.536760234873444, 24.52630528102226, 24.54577218728162, 22.655258787334258]"
4,amazon,carseats,implicit,4.6088552006829975,22.81521413596885,22.87910552061496,20.63299663299664,0.3162562847137451,32.59979724884033,2866.953125,"[4.611064145353939, 4.609863337296061, 4.609440116172797, 4.6093738934025, 4.608958041204219, 4.6088552006829975, 4.608934743950254, 4.608486672001799, 4.608777667240617, 4.608392110443448, 4.608497230462189, 4.608596465167961, 4.6082452421360625]","[17.846433789830016, 20.67262925753492, 21.835152967228442, 20.274533293401216, 21.239393031845864, 22.81521413596885, 21.281321753019867, 20.770689827293598, 20.700808625336926, 21.00206920961638, 20.75748500276802, 21.197736575095067, 21.407380180965088]","[16.9372067485275, 20.872516721573326, 21.136567834681042, 20.508136168513527, 21.810921433562946, 22.879105520614953, 21.735322678718905, 22.182789258260957, 22.121166743808256, 22.252670460217633, 22.043798270213365, 22.412898073275432, 22.449608393004617]"
5,amazon,carseats,implicit,4.60905284716101,24.1759009683538,25.314238521785693,21.57142857142857,0.298304796218872,30.44863748550415,2862.99609375,"[4.61027256844503, 4.6094066147375266, 4.609023049266564, 4.60905284716101, 4.608487190375018, 4.60874035302661, 4.60876092681151, 4.608210314307042, 4.608405995478645, 4.608193866441056, 4.608112360103334]","[17.767794748926825, 22.25915942897075, 23.24897673954278, 24.1759009683538, 24.3151642208246, 24.965059399021666, 24.02765298991714, 24.21633223520016, 23.542976939203353, 23.750623939303182, 24.635619446940204]","[17.694918638314867, 21.510432265149248, 23.341818907856645, 25.314238521785693, 25.24984798569704, 24.80260829317433, 24.80260829317433, 24.71875085082632, 22.69069853975514, 23.29067857369744, 22.54394801564613]"
